ID,tsne_1,tsne_2,confidence
0.0,-0.13534000515937805,6.047490119934082,0.9522040896117687
1.0,1.1616599559783936,-1.1169999837875366,0.7820643186569214
2.0,-0.19573000073432922,1.4619699716567993,0.9008464217185974
3.0,-4.614369869232178,3.719559907913208,0.9675576090812683
4.0,-1.783210039138794,3.024780035018921,0.9632549434900284
5.0,0.4503200054168701,2.9912800788879395,0.18070805072784424
6.0,-0.6139600276947021,2.089940071105957,0.9561539441347122
7.0,4.318689823150635,0.13380999863147736,0.36349809169769287
8.0,-0.607699990272522,0.9305400252342224,0.717183530330658
9.0,2.1895699501037598,-1.5432499647140503,0.7646751999855042
10.0,4.009590148925781,-3.0813300609588623,0.1689755916595459
11.0,0.1498900055885315,1.3235199451446533,0.9635965079069138
12.0,-1.8779200315475464,4.335710048675537,0.942369494587183
13.0,2.1335699558258057,-7.099110126495361,0.9955915808677673
14.0,-0.18071000277996063,-2.2441799640655518,0.9816590137779713
15.0,-0.12538999319076538,0.886900007724762,0.9990851792972535
16.0,-4.990910053253174,-8.321229934692383,0.9977960188407451
17.0,-0.08938000351190567,-2.4549999237060547,0.15678417682647705
18.0,2.7852699756622314,-3.000070095062256,0.9275994300842285
19.0,2.6491899490356445,-2.39165997505188,0.6684979796409607
20.0,4.668700218200684,-1.1876399517059326,0.8183601349592209
21.0,4.718180179595947,-5.824769973754883,0.9774228930473328
22.0,-2.8727099895477295,7.273139953613281,0.9000600948929787
23.0,1.9316400289535522,6.946410179138184,0.9474200531840324
24.0,-1.4460599422454834,7.527100086212158,0.9469558410346508
25.0,0.708549976348877,5.561520099639893,0.9175360575318336
26.0,7.318429946899414,7.047550201416016,0.5566069483757019
27.0,1.361340045928955,-0.4431700110435486,0.7769474685192108
28.0,2.0307600498199463,5.264669895172119,0.8602741062641144
29.0,0.8499400019645691,-9.546339988708496,0.8786666989326477
30.0,7.655630111694336,-2.719710111618042,0.836551308631897
31.0,6.0903401374816895,-1.703909993171692,0.9676408171653748
32.0,5.3565897941589355,0.07903999835252762,0.2480400800704956
33.0,0.7398999929428101,1.623769998550415,0.21028490364551544
34.0,8.16886043548584,0.21161000430583954,0.3447645306587219
35.0,3.140660047531128,-2.4166600704193115,0.14761042594909668
36.0,5.4818902015686035,-7.095970153808594,0.9687990546226501
37.0,1.555109977722168,0.65625,0.8972833529114723
38.0,9.071880340576172,0.6440100073814392,0.20362532138824463
39.0,5.610310077667236,-1.126579999923706,0.9021409153938293
40.0,8.563859939575195,4.448500156402588,0.6751321256160736
41.0,2.2424399852752686,-1.248610019683838,0.9209019541740417
42.0,3.849829912185669,2.6442298889160156,0.9263202846050262
43.0,1.1993800401687622,-2.2051000595092773,0.9766248464584351
44.0,2.3179099559783936,2.5193700790405273,0.7911659479141235
45.0,2.8463499546051025,-3.030980110168457,0.027894556522369385
46.0,2.0783400535583496,-1.450510025024414,0.42913442850112915
47.0,-1.0320199728012085,3.527509927749634,0.8302958011627197
48.0,-0.7964500188827515,-8.623479843139648,0.17185258865356445
49.0,5.245790004730225,-6.695350170135498,0.9688878655433655
50.0,-1.711400032043457,-9.18529987335205,0.657233327627182
51.0,2.4108200073242188,-5.602290153503418,0.9979787468910217
52.0,-4.139679908752441,-2.8911900520324707,0.9986091480823234
53.0,-5.193640232086182,-2.239069938659668,0.9991451002424583
54.0,-0.07739000022411346,-17.6075496673584,0.9980178142432123
55.0,3.6194798946380615,-3.1775500774383545,0.9705642461776733
56.0,8.520380020141602,1.3619699478149414,0.4230218529701233
57.0,8.083359718322754,-5.250030040740967,0.8486767411231995
58.0,-1.5800800323486328,-8.284549713134766,0.5142111778259277
59.0,2.400700092315674,-5.226560115814209,0.9967901110649109
60.0,-4.662390232086182,-8.47111988067627,0.9988750219345093
61.0,-5.9498701095581055,-2.7724900245666504,0.9991491388645954
62.0,-5.0403900146484375,-7.7816901206970215,0.9978417276870459
63.0,6.922100067138672,1.569100022315979,0.7418496608734131
64.0,9.00802993774414,-1.8326599597930908,0.6890408992767334
65.0,-15.114009857177734,-9.02023983001709,0.7902788519859314
66.0,0.48159000277519226,-9.533949851989746,0.8971128463745117
